School,G,Overall W-L%,Overall SRS,Overall SOS,Conf. W-L%,Home W-L%,Away W-L%,AVG PPG,AVG DPPG,AVG PD,AST/TOV,PF/G,Year
James Madison,33,0.424,-8.52,-4.07,0.333,0.571,0.267,70.364,73,-2.636,0.96,18.55,2019
Kansas,36,0.722,18.35,12.79,0.667,1,0.273,75.694,70.139,5.556,1.013,16.94,2019
Kansas City,32,0.344,-6.61,-1.55,0.375,0.615,0.188,69.375,73.156,-3.781,0.898,20.22,2019
Kansas St.,34,0.735,15.39,9.18,0.778,0.867,0.583,65.765,59.559,6.206,1.205,16.18,2019
Kennesaw St.,32,0.188,-16.17,-1.04,0.188,0.429,0,63.438,76.719,-13.281,0.828,16.41,2019
Kent St.,33,0.667,1.26,0.61,0.611,0.824,0.533,75.182,73.242,1.939,1.138,18.21,2019
Kentucky,37,0.811,21.43,10.29,0.833,0.944,0.8,75.838,64.703,11.135,1.075,16.22,2019
La Salle,31,0.323,-3.61,1.29,0.444,0.357,0.273,67.452,72.355,-4.903,0.899,20.32,2019
Lafayette,30,0.333,-11.17,-4.93,0.389,0.267,0.4,73.633,78.3,-4.667,1.042,17.17,2019
Lamar,33,0.606,-5.94,-7.22,0.667,0.867,0.375,78.697,70.364,8.333,1.017,18.85,2019
Lehigh,31,0.645,-2.34,-4.46,0.667,0.786,0.529,79.968,77.839,2.129,1.127,18.42,2019
Liberty,36,0.806,5.27,-3.88,0.875,0.941,0.786,73.722,61.361,12.361,1.347,15.08,2019
Lipscomb,37,0.784,9.21,-1.2,0.875,0.824,0.778,83.135,70.189,12.946,1.337,17.11,2019
Little Rock,31,0.323,-4.87,-2.07,0.278,0.438,0.2,74.226,75.903,-1.677,0.881,20.06,2019
Long Beach St.,34,0.441,-4.57,-0.44,0.5,0.643,0.25,74.853,76,-1.147,0.833,18.24,2019
LIU Brooklyn,32,0.5,-8.99,-9.08,0.5,0.615,0.438,74.156,73.031,1.125,0.913,19.06,2019
Longwood,34,0.471,-8.43,-6.62,0.313,0.667,0.294,70.794,70.824,-0.029,0.841,18.35,2019
Louisiana Lafayette,32,0.594,-2.07,-1.51,0.556,0.714,0.5,81.625,80.469,1.156,1.151,19.13,2019
LSU,35,0.8,16.5,9.16,0.889,0.882,0.9,80.429,73.086,7.343,1,18.11,2019
Louisiana Tech,33,0.606,0.95,-2.31,0.5,0.938,0.286,72.303,67.727,4.576,1.14,16.21,2019
Louisiana-Monroe,35,0.543,0.81,-1.96,0.5,0.824,0.25,79.229,75.343,3.886,1.251,15.57,2019
Louisville,34,0.588,17.28,11.04,0.556,0.778,0.455,74.588,68.353,6.235,1.112,17.38,2019
Loyola Chicago,34,0.588,3.99,-0.16,0.667,0.765,0.417,65.618,60.765,4.853,1.15,13.85,2019
Loyola MD,32,0.344,-9.13,-4.6,0.389,0.583,0.158,72.875,77.406,-4.531,1.009,17.91,2019
Loyola Marymount,34,0.647,2.93,0.9,0.5,0.75,0.533,67,62.5,4.5,1.082,17.71,2019
Maine,32,0.156,-15.11,-4.21,0.188,0.25,0.1,62.125,70.969,-8.844,1.024,17.69,2019
Manhattan,32,0.344,-12.89,-7.32,0.444,0.308,0.267,57.281,62.844,-5.563,0.739,21,2019
Marist,31,0.387,-9.49,-7.53,0.389,0.364,0.353,67.29,69.258,-1.968,0.974,18.81,2019
Marquette,34,0.706,14.78,6.96,0.667,0.842,0.6,77.324,69.5,7.824,0.976,18.68,2019
Marshall,37,0.622,-0.64,-0.61,0.611,0.842,0.375,80.486,80.514,-0.027,1.163,17.95,2019
Maryland,34,0.676,16.01,10.09,0.65,0.833,0.545,71.441,65.529,5.912,1.023,15.47,2019
UMBC,34,0.618,-5.85,-5.85,0.688,0.765,0.429,67.529,64.029,3.5,1.058,17,2019
Maryland-Eastern Shore,32,0.219,-24.21,-7.91,0.313,0.417,0.105,57.281,71.594,-14.313,0.838,17.97,2019
Massachusetts,32,0.344,-3.02,-0.18,0.222,0.529,0.083,70.719,73.563,-2.844,1.052,20.09,2019
Massachusetts-Lowell,32,0.469,-8.28,-6.95,0.438,0.615,0.294,76.75,75.625,1.125,1.119,18.41,2019
McNeese St.,31,0.29,-14.41,-6.15,0.278,0.467,0.125,69.323,74.29,-4.968,0.953,15.06,2019
Memphis,36,0.611,10.7,5.09,0.611,0.895,0.273,80.056,74.444,5.611,1.028,20.53,2019
Mercer,31,0.355,-2.86,-0.24,0.333,0.6,0.143,72.516,72.452,0.065,0.966,17.97,2019
Miami FL,32,0.438,9.39,8.7,0.278,0.688,0,71.781,71.094,0.688,1.11,14.53,2019
Miami (OH),32,0.469,0.77,2.31,0.389,0.667,0.286,70.844,69.781,1.063,0.845,18.16,2019
Michigan,37,0.811,21.82,10.55,0.75,0.944,0.636,69.595,58.324,11.27,1.533,13.89,2019
Michigan St.,39,0.821,24.93,12.34,0.8,0.938,0.667,77.564,64.974,12.59,1.45,16.59,2019
Middle Tennessee,32,0.344,-6.09,1.44,0.444,0.643,0.154,66.906,72.281,-5.375,0.688,18.22,2019
Milwaukee,31,0.29,-8.9,-2.5,0.222,0.429,0.2,69.226,74.677,-5.452,0.932,18.68,2019
Minnesota,36,0.611,12.52,11.27,0.45,0.824,0.182,70.639,69.389,1.25,1.251,16.06,2019
Mississippi,33,0.606,12.32,8.13,0.556,0.688,0.545,75.303,71.121,4.182,1.142,18.27,2019
Mississippi St.,34,0.676,15.96,9.07,0.556,0.824,0.5,77.294,70.412,6.882,1.067,17.24,2019
Mississippi Valley St.,32,0.188,-22.47,-6.99,0.222,0.5,0,64.313,78.063,-13.75,0.87,17.81,2019
Missouri,32,0.469,8.6,9.16,0.278,0.563,0.2,67.188,67.75,-0.563,0.79,19.53,2019
Missouri St.,32,0.5,-1.2,-1.03,0.556,0.733,0.357,68.938,67.406,1.531,0.919,16.88,2019
Monmouth,35,0.4,-10.66,-4.83,0.556,0.5,0.313,65.314,71.143,-5.829,0.755,19.94,2019
Montana,35,0.743,1.5,-5.05,0.8,0.857,0.643,76.143,68.486,7.657,1.226,18.71,2019
Montana St.,32,0.469,-7.91,-5.81,0.55,0.692,0.25,78.188,79.75,-1.563,1.246,17.72,2019
Morehead St.,33,0.394,-7.73,-1.76,0.444,0.5,0.267,73.667,77.061,-3.394,1.095,17,2019
Morgan St.,30,0.3,-15.98,-10.7,0.25,0.462,0.133,72.033,76.8,-4.767,0.903,20.47,2019
Mount St. Mary's,31,0.29,-14.57,-6.02,0.333,0.308,0.278,67.484,73.742,-6.258,0.863,18.58,2019
Murray St.,33,0.848,8.96,-3.11,0.889,0.938,0.769,82.636,68.333,14.303,1.474,15.97,2019
Navy,31,0.387,-10.09,-4,0.444,0.571,0.235,66.484,72.581,-6.097,0.913,17.23,2019
North Carolina St.,36,0.667,14.94,6.22,0.5,0.773,0.4,80.056,71.333,8.722,1.2,19.19,2019
Nebraska,36,0.528,14.85,11.31,0.3,0.722,0.167,71.833,67.25,4.583,1.351,16.11,2019
Nevada,34,0.853,16,2.68,0.833,1,0.75,80.088,66.765,13.324,1.415,17.18,2019
UNLV,31,0.548,1.58,0.48,0.611,0.625,0.545,73.419,72.323,1.097,1,17.94,2019
New Hampshire,29,0.172,-18.66,-6.03,0.188,0.286,0.067,60.069,68.621,-8.552,0.913,18.38,2019
New Mexico,32,0.438,-0.55,1.61,0.389,0.563,0.308,76.344,76.688,-0.344,0.98,19.59,2019
New Mexico St.,35,0.857,10.05,-2.38,0.938,0.941,0.909,78.114,64.543,13.571,1.227,18.06,2019
New Orleans,33,0.576,-8.88,-6.47,0.667,0.75,0.357,72.242,70.455,1.788,0.961,19.12,2019
Niagara,32,0.406,-11.33,-7.77,0.333,0.5,0.333,72.438,76,-3.563,0.879,15.97,2019
Nicholls St.,31,0.452,-11.87,-6.98,0.389,0.692,0.188,72.903,74.258,-1.355,1.109,18.94,2019
NJIT,35,0.629,-3.63,-4.74,0.5,0.688,0.579,70.629,68.6,2.029,0.893,16.63,2019
Norfolk St.,36,0.611,-8.04,-8.74,0.875,0.846,0.529,73.667,69.528,4.139,0.874,21.19,2019
North Alabama,32,0.313,-11,-1.69,0.438,0.667,0.1,67.031,73.688,-6.656,0.768,19.19,2019
North Carolina,36,0.806,23.94,11.35,0.889,0.875,0.917,85.806,73.222,12.583,1.433,16.97,2019
North Carolina A&T,32,0.594,-11.24,-9.88,0.813,0.846,0.412,70.031,69.031,1,1.084,16.06,2019
North Carolina Central,34,0.529,-11.53,-11.24,0.625,0.833,0.25,71.441,66.647,4.794,1.021,17.94,2019
North Dakota,30,0.4,-8.78,-3.55,0.375,0.571,0.267,74,73.2,0.8,1.047,16.17,2019
North Dakota St.,35,0.543,-4.01,-2.07,0.563,0.769,0.308,73.029,72.6,0.429,1.092,14.94,2019
North Florida,33,0.485,-3.47,-0.7,0.563,0.769,0.278,75.303,76.697,-1.394,0.97,17.36,2019
North Texas,33,0.636,-0.25,-3.48,0.444,0.75,0.462,69.758,62.939,6.818,0.966,17.85,2019
Northeastern,34,0.676,3.95,-0.7,0.778,0.846,0.571,75.412,70.765,4.647,1.26,15.85,2019
Northern Arizona,31,0.323,-10.75,-6.23,0.4,0.417,0.278,72.968,77.484,-4.516,1.024,17.32,2019
Northern Colorado,32,0.656,-3.92,-6.76,0.75,0.769,0.688,76.563,69.656,6.906,1.06,16.81,2019
Northern Illinois,34,0.5,2.58,1.11,0.444,0.625,0.357,73.706,70.971,2.735,0.926,19.21,2019
Northern Iowa,34,0.471,-1.54,0.62,0.5,0.643,0.25,65.147,65.588,-0.441,0.941,16.29,2019
Northern Kentucky,35,0.743,4.67,-2.39,0.722,0.944,0.5,78.486,68.857,9.629,1.342,18.97,2019
Northwestern,32,0.406,9.97,9.16,0.2,0.556,0.1,65.875,65.063,0.813,1.292,18.22,2019
Northwestern St.,31,0.355,-17.06,-5.99,0.333,0.533,0.188,66.161,73.548,-7.387,0.685,18.65,2019
Notre Dame,33,0.424,7.97,8.28,0.167,0.579,0.1,68.667,68.97,-0.303,1.382,13.79,2019
Oakland,33,0.485,-2.27,-1.48,0.611,0.625,0.375,76.788,76.212,0.576,1.362,16.18,2019
Ohio,31,0.452,-1.84,3.16,0.333,0.688,0.231,70.129,73.806,-3.677,1.007,16.26,2019
Ohio St.,35,0.571,13.89,11,0.4,0.667,0.364,69.114,66.229,2.886,1.128,17.8,2019
Oklahoma,34,0.588,15.3,12.21,0.389,0.733,0.417,71.265,68.176,3.088,1.072,15.5,2019
Oklahoma St.,32,0.375,8.09,11.53,0.278,0.533,0.167,68.063,71.5,-3.438,1.093,16.13,2019
Old Dominion,35,0.743,3.74,-1.18,0.722,0.875,0.667,65.714,60.8,4.914,1.076,16.57,2019
Omaha,32,0.656,-2.32,-3.39,0.813,0.833,0.529,78.844,76.688,2.156,1.345,15.19,2019
Oral Roberts,32,0.344,-9.34,-1.91,0.438,0.538,0.188,72.313,77.594,-5.281,0.971,17.97,2019
Oregon,38,0.658,13.95,6.13,0.556,0.765,0.417,70.026,62.211,7.816,1.133,17.5,2019
Oregon St.,31,0.581,7.84,4.29,0.556,0.667,0.545,73.387,69.839,3.548,1.211,17.29,2019
Pacific,32,0.438,-2.46,1.97,0.25,0.563,0.333,66.813,70.031,-3.219,0.768,19.69,2019
Penn St.,32,0.438,12.55,11.51,0.35,0.6,0.25,69.656,68.625,1.031,0.975,18.66,2019
Penn,31,0.613,2.04,-0.76,0.5,0.714,0.615,72.581,68.29,4.29,1.177,16.13,2019
Pepperdine,34,0.471,0.9,0.63,0.375,0.643,0.154,75.647,74.382,1.265,1.109,18.79,2019
Pittsburgh,33,0.424,7.88,6.69,0.167,0.611,0,69.879,68.697,1.182,0.864,18.52,2019
Portland,32,0.219,-10.8,0.51,0,0.353,0.077,64.938,74.656,-9.719,0.868,18.38,2019
Portland St.,32,0.5,-8.95,-5.78,0.55,0.75,0.231,77.344,75.125,2.219,0.967,21.28,2019
Prairie View,35,0.629,-7.29,-9.17,0.944,1,0.429,75.057,72.771,2.286,1,21.66,2019
Presbyterian,36,0.556,-3.56,-5.35,0.563,0.8,0.4,78.25,72.5,5.75,1.578,17.14,2019
Princeton,28,0.571,-3.43,-0.89,0.571,0.583,0.533,69.571,69.679,-0.107,0.833,16.39,2019
Providence,34,0.529,8.29,6.71,0.389,0.611,0.455,71.412,69.824,1.588,1.103,17.65,2019
Purdue,36,0.722,21.4,11.99,0.8,1,0.5,76.667,67.25,9.417,1.36,17.36,2019
Purdue-Fort Wayne,33,0.545,-3.47,-3.6,0.563,0.688,0.4,82.667,77.455,5.212,1.329,15,2019
Quinnipiac,31,0.516,-6.78,-8.03,0.611,0.5,0.6,74,72.742,1.258,0.947,16.9,2019
Radford,33,0.667,1.28,-1.95,0.75,0.786,0.563,73.939,68.091,5.848,1.304,16,2019
Rhode Island,33,0.545,2.83,1.19,0.5,0.643,0.417,69.485,67.848,1.636,0.99,17.64,2019
Rice,32,0.406,-6.56,-2.06,0.444,0.563,0.267,73.969,77.531,-3.563,0.97,17.75,2019
Richmond,33,0.394,-1.37,-0.79,0.333,0.412,0.364,70.121,70.697,-0.576,1.545,14.79,2019
Rider,31,0.516,-4.96,-6.51,0.611,0.75,0.375,76.806,75.258,1.548,1.084,19.06,2019
Robert Morris,35,0.514,-9.41,-7.62,0.611,0.765,0.278,69.943,68.657,1.286,0.961,19.51,2019
Rutgers,31,0.452,8.89,9.76,0.35,0.588,0.308,67.903,68.774,-0.871,0.956,18.26,2019
Sacramento St.,31,0.484,-8.78,-6.78,0.4,0.643,0.286,70.871,69.516,1.355,1.067,18.26,2019
Sacred Heart,32,0.469,-7.88,-8.11,0.611,0.769,0.235,79.938,78.406,1.531,1.013,17.88,2019
Saint Francis (PA),33,0.545,-8.74,-6.16,0.667,0.75,0.353,76.273,76.061,0.212,1.027,18.12,2019
Saint Joseph's,33,0.424,-0.43,1.66,0.333,0.667,0.154,70.545,72.636,-2.091,1.302,15.06,2019
Saint Louis,36,0.639,5.06,2.23,0.556,0.882,0.333,66.639,63.806,2.833,0.991,17.61,2019
Saint Mary's,34,0.647,12.58,4.4,0.688,0.824,0.5,72.441,64.265,8.176,0.961,16.82,2019
Saint Peter's,32,0.313,-12.15,-6.4,0.333,0.5,0.125,62.875,68.625,-5.75,0.617,19.19,2019
Sam Houston St.,33,0.636,-3.17,-5.84,0.889,0.857,0.471,75.03,69.909,5.121,1.344,19.97,2019
Samford,33,0.515,0.69,-2.03,0.333,0.647,0.357,78.273,75.364,2.909,0.996,16.97,2019
San Diego,36,0.583,6.12,3.61,0.438,0.75,0.357,71.972,68.194,3.778,1.107,18.53,2019
San Diego St.,34,0.618,5.29,2.47,0.611,0.824,0.364,71.676,67.382,4.294,1.149,18.76,2019
San Francisco,31,0.677,8.56,1.13,0.563,0.813,0.545,76.065,67.774,8.29,1.368,17.52,2019
San Jose St.,31,0.129,-16.37,0.59,0.056,0.267,0,65.871,81.742,-15.871,0.874,17.39,2019
Santa Clara,31,0.516,-1.91,0.92,0.5,0.647,0.4,68.226,70.065,-1.839,0.961,19.26,2019
Savannah St.,31,0.355,-20.51,-9.04,0.5,0.545,0.222,76.129,86.903,-10.774,0.967,18.19,2019
Seattle,33,0.545,-1.47,-3.85,0.375,0.667,0.333,73.333,69.182,4.152,0.958,19.91,2019
Seton Hall,34,0.588,10.25,8.34,0.5,0.733,0.273,73.765,71.853,1.912,1.085,18.76,2019
Siena,33,0.515,-7.9,-6.47,0.611,0.5,0.533,64.576,66,-1.424,1.293,14,2019
South Alabama,34,0.5,-4.46,-2.71,0.444,0.684,0.231,72.882,72.5,0.382,1.033,19.09,2019
South Carolina,32,0.5,8.34,9.63,0.611,0.647,0.333,72.719,72.375,0.344,0.954,19.47,2019
South Carolina St.,34,0.235,-16.86,-8.3,0.313,0.455,0.095,70.235,76.265,-6.029,0.783,19.71,2019
South Carolina UpSt.,32,0.188,-15.3,-4.27,0.059,0.357,0.063,67.781,74.844,-7.063,0.986,19.41,2019
South Dakota,30,0.433,-5.52,-3.06,0.438,0.571,0.333,70.6,71.2,-0.6,1.179,17.57,2019
South Dakota St.,33,0.727,5.92,-4.74,0.875,0.933,0.538,84.515,73.485,11.03,1.26,16.88,2019
South Florida,38,0.632,5.96,1.69,0.444,0.783,0.417,72.421,67.184,5.237,0.863,20.79,2019
Southeast Missouri St.,31,0.323,-11.32,-4.39,0.278,0.429,0.133,71.484,76.71,-5.226,0.899,19.84,2019
Southeastern Louisiana,33,0.515,-7.59,-6.3,0.667,0.643,0.438,67.394,67.515,-0.121,0.843,18.24,2019
Southern,32,0.219,-16.79,-7.37,0.333,0.545,0.053,64.906,73.75,-8.844,0.728,22.38,2019
USC,33,0.485,8.23,4.96,0.444,0.706,0.182,76.303,73.03,3.273,1.367,17.88,2019
Southern Illinois,32,0.531,1.39,-0.17,0.556,0.6,0.5,68.563,67,1.563,0.98,14.81,2019
SIU Edwardsville,31,0.323,-14.47,-5.06,0.333,0.467,0.154,73.065,81.29,-8.226,0.872,19.74,2019
SMU,32,0.469,5.81,4.12,0.333,0.556,0.3,71.969,70.281,1.688,1.26,16.09,2019
Southern Miss,33,0.606,2.58,-0.83,0.611,0.786,0.5,72.485,65.455,7.03,1.603,15.36,2019
Southern Utah,34,0.5,-8.91,-6.22,0.45,0.733,0.25,75.676,75.471,0.206,0.914,20.47,2019
St. Bonaventure,34,0.529,3.34,0.25,0.667,0.643,0.462,66.176,63.088,3.088,0.99,16.26,2019
St. Francis (NY),33,0.515,-10.19,-8.45,0.5,0.786,0.333,71.061,70.303,0.758,0.937,19.24,2019
St. John's,34,0.618,7.88,5.5,0.444,0.765,0.364,77.147,74.765,2.382,1.322,19.12,2019
Stanford,31,0.484,6.03,5.13,0.444,0.714,0.308,72.742,71.839,0.903,0.839,18.9,2019
Stephen F. Austin,30,0.467,-10.99,-5.92,0.389,0.625,0.25,70.167,72.033,-1.867,0.787,19.3,2019
Stetson,31,0.226,-15.01,-3.46,0.188,0.467,0,69.387,78.355,-8.968,1.061,17.29,2019
Stony Brook,33,0.727,-2.1,-6.48,0.75,0.714,0.765,71.636,66.303,5.333,0.778,19.12,2019
Syracuse,34,0.588,13.73,10.09,0.556,0.684,0.6,69.706,66.059,3.647,0.965,17.29,2019
TCU,37,0.622,13.81,9.6,0.389,0.75,0.3,73.784,69.568,4.216,1.198,15.84,2019
Temple,33,0.697,8.17,4.93,0.722,0.867,0.615,74.697,71.455,3.242,1.293,17.61,2019
Tennessee,37,0.838,21.55,10.16,0.833,1,0.7,82.027,69.73,12.297,1.602,17.68,2019
Tennessee St.,30,0.3,-11.62,-3.15,0.333,0.462,0.176,72.733,77.733,-5,0.688,24.5,2019
Tennessee Tech,31,0.258,-14.76,-3,0.222,0.333,0.188,67.871,75.806,-7.935,0.752,17.87,2019
Tennessee-Martin,31,0.387,-10.94,-4.32,0.333,0.714,0.067,76,80.194,-4.194,1.055,15.81,2019
Texas,37,0.568,16.06,11.46,0.444,0.714,0.2,71.027,66.432,4.595,1.212,16.95,2019
Texas A&M,32,0.438,7.21,8.59,0.333,0.529,0.3,70.406,71.781,-1.375,0.847,16.28,2019
Texas A&M-Corpus Christi,32,0.438,-9.11,-5.68,0.5,0.563,0.357,66.438,66.375,0.063,0.928,19.06,2019
Texas Southern,38,0.632,-5.55,-6.99,0.778,0.833,0.542,81.632,79.158,2.474,1.003,17.87,2019
Texas St.,34,0.706,1.54,-3,0.667,0.733,0.667,72.647,64.824,7.824,1.084,19.62,2019
Texas Tech,38,0.816,22.79,9.53,0.778,0.944,0.667,72.763,59.5,13.263,1.133,17.45,2019
Texas-Rio Grande Valley,37,0.541,-2.04,-1.61,0.563,0.55,0.533,71.189,70.892,0.297,1.068,20.62,2019
The Citadel,30,0.4,-7.94,0.03,0.222,0.533,0.286,85.1,86.133,-1.033,1.197,17.6,2019
Toledo,33,0.758,8.21,0.71,0.722,0.875,0.615,76.879,68.364,8.515,1.338,15.67,2019
Towson,32,0.313,-8.44,-3.57,0.333,0.385,0.333,67.813,71.688,-3.875,0.818,17.53,2019
Troy,30,0.4,-6.12,-1.01,0.278,0.5,0.286,72.633,74.733,-2.1,0.961,17.43,2019
Tulane,31,0.129,-6.72,3.63,0,0.2,0,67.161,77.516,-10.355,0.951,17.26,2019
Tulsa,32,0.563,4.65,3.86,0.444,0.824,0.273,71.75,70.969,0.781,1.064,16.53,2019
UAB,35,0.571,0.36,-1.52,0.556,0.688,0.5,70.571,67.714,2.857,1.005,16.51,2019
UC Davis,31,0.355,-6.26,-1.5,0.438,0.538,0.2,65.742,68.645,-2.903,0.91,19.23,2019
UC Irvine,37,0.838,5.7,-2.3,0.938,0.857,0.867,72.297,63.595,8.703,1.086,18.19,2019
UC Riverside,33,0.303,-11.12,-3.19,0.25,0.5,0.125,65.242,69.061,-3.818,1,17.03,2019
UC Santa Barbara,32,0.688,-1.62,-5.55,0.625,0.8,0.538,73.438,66.063,7.375,1.214,17.44,2019
UCLA,33,0.515,7.17,6.78,0.5,0.722,0.3,78.182,77.788,0.394,1.011,17.06,2019
UNC Asheville,31,0.129,-19.81,-2.35,0.125,0.231,0.063,59.903,74.613,-14.71,0.726,17.19,2019
UNC Greensboro,36,0.806,4.08,-0.9,0.833,0.882,0.733,76.056,67.861,8.194,1.071,17.53,2019
UNC Wilmington,33,0.303,-8.1,-2.04,0.278,0.357,0.143,76.212,80.909,-4.697,1.135,17.73,2019
UT Arlington,33,0.515,-0.5,0.84,0.667,0.643,0.412,69.212,69.788,-0.576,0.901,19.09,2019
Utah,31,0.548,6.13,5.1,0.611,0.667,0.545,75.581,74.548,1.032,1.076,17.68,2019
Utah St.,35,0.8,11.98,0.89,0.833,0.933,0.692,78.657,67.114,11.543,1.332,18.54,2019
Utah Valley,35,0.714,3,-2.3,0.75,0.933,0.5,77.057,70.686,6.371,0.994,17.49,2019
UTEP,29,0.276,-8.23,-1.71,0.167,0.5,0,64.103,69,-4.897,0.659,19,2019
UTSA,32,0.531,0.69,0.05,0.611,0.733,0.417,77.531,75.219,2.313,1.045,18.16,2019
Valparaiso,33,0.455,-3.38,-1,0.389,0.533,0.385,66.818,66.273,0.545,0.982,16.55,2019
Vanderbilt,32,0.281,3.57,7.79,0,0.444,0.091,68.125,72.344,-4.219,0.817,17.75,2019
Vermont,34,0.794,4.88,-4.18,0.875,0.889,0.733,73.765,63.029,10.735,1.058,16.71,2019
Villanova,36,0.722,14.33,7.97,0.722,0.867,0.417,73.722,67.361,6.361,1.296,16.11,2019
Virginia,38,0.921,25.46,10.15,0.889,0.938,0.909,71.421,56.105,15.316,1.591,14.26,2019
VCU,33,0.758,11.96,2.87,0.889,0.941,0.667,71.03,61.939,9.091,0.983,19.7,2019
VMI,32,0.344,-10.5,0.09,0.222,0.533,0.133,76.031,81.781,-5.75,1.133,16.91,2019
Virginia Tech,35,0.743,19.28,7.79,0.667,0.875,0.5,73.543,62.057,11.486,1.355,15.2,2019
Wagner,30,0.433,-12.99,-7.63,0.444,0.5,0.375,65.8,68.133,-2.333,0.848,21.3,2019
Wake Forest,31,0.355,1.21,8.47,0.222,0.5,0.091,68.355,75.613,-7.258,0.789,17.9,2019
Washington,36,0.75,12.01,7.01,0.833,0.938,0.636,69.75,64.75,5,0.875,18.14,2019
Washington St.,32,0.344,-1.67,2.2,0.222,0.563,0.2,74.781,78.656,-3.875,1.086,17.31,2019
Weber St.,33,0.545,-4.37,-6.12,0.55,0.667,0.417,79.303,74.364,4.939,1.003,18.45,2019
West Virginia,36,0.417,6.94,10.57,0.222,0.611,0,73.75,77.389,-3.639,0.876,19.64,2019
Western Carolina,32,0.219,-9.28,0.34,0.222,0.333,0.176,72,80.094,-8.094,0.674,20.97,2019
Western Illinois,31,0.323,-10.04,-5.18,0.25,0.538,0.125,70.903,73.29,-2.387,0.904,15.71,2019
Western Kentucky,34,0.588,3.14,0.96,0.611,0.714,0.429,71.441,69.265,2.176,0.895,15.53,2019
Western Michigan,32,0.25,-6.26,1.48,0.111,0.357,0.125,70.188,76.219,-6.031,0.763,17.63,2019
Wichita St.,37,0.595,7.72,5.91,0.556,0.714,0.5,70.514,68.703,1.811,1.119,19.05,2019
William & Mary,31,0.452,-4.78,-2.08,0.556,0.643,0.313,74.871,76.935,-2.065,1.356,16.65,2019
Winthrop,30,0.6,-2.89,-3.74,0.625,0.786,0.467,83.3,78.6,4.7,1.009,17.83,2019
Wisconsin,34,0.676,17.9,11.01,0.7,0.8,0.615,68.618,61.735,6.882,1.315,15.03,2019
Wofford,35,0.857,13.92,0.8,1,0.938,0.786,82.257,65.571,16.686,1.401,16.83,2019
Wright St.,35,0.6,3.29,-0.89,0.722,0.882,0.385,73.171,67.571,5.6,1.204,15.57,2019
Wyoming,32,0.25,-9.75,0.19,0.222,0.375,0.083,65.781,75.344,-9.563,0.736,18.38,2019
Xavier,35,0.543,9.61,8.06,0.5,0.722,0.333,72.171,70.629,1.543,1.153,15.71,2019
Yale,30,0.733,5.52,-1.24,0.714,0.846,0.615,80.9,73.4,7.5,1.283,17,2019
Youngstown St.,32,0.375,-7.78,-2.05,0.444,0.462,0.313,75.469,78.938,-3.469,1.061,20.5,2019
Abilene Christian,32,0.5,-9.14,-6.82,0.444,0.6,0.4,73.719,71.219,2.5,1.046,20.97,2018
Air Force,31,0.387,-4.31,1.72,0.333,0.563,0.231,68.516,72.387,-3.871,1.138,17.97,2018
Akron,32,0.438,-6.82,-1.92,0.333,0.75,0.167,71.75,75.344,-3.594,0.95,19.91,2018
Alabama,36,0.556,12.34,10.64,0.444,0.75,0.2,72.333,70.639,1.694,0.893,18.78,2018
Alabama A&M,31,0.097,-23.97,-8.04,0.167,0.182,0.053,60.419,76.355,-15.935,0.661,16.32,2018
Alabama St.,31,0.258,-18.56,-8.62,0.444,0.333,0.235,68.677,78.613,-9.935,0.716,20.9,2018
Albany,32,0.688,0.02,-5.4,0.625,0.824,0.533,74.219,68.188,6.031,1.092,16.5,2018
Alcorn St.,32,0.344,-18.07,-8.6,0.389,0.643,0.111,70.125,74.625,-4.5,0.913,19.16,2018
American,30,0.2,-14.63,-6.16,0.167,0.333,0.111,65.367,73.833,-8.467,0.889,18.33,2018
Appalachian St.,33,0.455,-4.83,-2.67,0.5,0.692,0.267,76.364,74.182,2.182,0.899,19,2018
Arizona,35,0.771,15.67,6.84,0.778,0.938,0.727,80.514,71.686,8.829,1.246,17.23,2018
Arizona St.,32,0.625,14.37,6.55,0.444,0.765,0.4,82.656,74.844,7.813,1.335,18.88,2018
Arkansas,35,0.657,14.76,9.85,0.556,0.882,0.3,80.543,75.629,4.914,1.315,20,2018
Arkansas St.,32,0.344,-9.65,-3.02,0.333,0.5,0.235,74.031,78.844,-4.813,0.821,18.41,2018
Arkansas Pine Bluff,35,0.4,-14.84,-9.36,0.667,0.7,0.316,65.914,71.4,-5.486,0.854,19.54,2018
Army,30,0.433,-8.62,-7.17,0.333,0.545,0.25,74.333,74.1,0.233,1.243,19.77,2018
Auburn,34,0.765,15.97,7.29,0.722,0.938,0.636,81.853,73.176,8.676,1.17,19.76,2018
Austin Peay,34,0.559,-3.28,-2.5,0.667,0.722,0.357,73.882,71.941,1.941,0.948,19.74,2018
Ball St.,32,0.594,-1.22,-2,0.556,0.875,0.333,75.313,73.813,1.5,1.071,17.09,2018
Baylor,34,0.559,14.6,9.17,0.444,0.75,0.182,75.618,69.676,5.941,1.114,17.88,2018
Belmont,33,0.727,5.54,-2.88,0.833,0.875,0.6,77.636,69.212,8.424,1.29,16.09,2018
Bethune-Cookman,32,0.563,-12.19,-12.46,0.75,0.769,0.444,81.906,79.469,2.438,0.988,20.94,2018
Binghamton,31,0.355,-10.27,-6.34,0.125,0.5,0.2,69.258,70.355,-1.097,0.987,16.84,2018
